facility_name,state,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,heart_failure,heart_attack,copd,pneumonia,cabg,hip_knee_replacement
SHANDS JACKSONVILLE,FL,READM-30-CABG-HRRP,0.9958,10.9852,11.0320,Too Few to Report,0,0,0,0,1,0
SHANDS JACKSONVILLE,FL,READM-30-AMI-HRRP,1.1169,15.7179,14.0729,28,0,1,0,0,0,0
BETHESDA  HOSPITAL INC,FL,READM-30-PN-HRRP,0.9386,15.0953,16.0824,107,0,0,0,1,0,0
BETHESDA  HOSPITAL INC,FL,READM-30-HF-HRRP,1.0656,21.7988,20.4568,136,1,0,0,0,0,0
BETHESDA  HOSPITAL INC,FL,READM-30-COPD-HRRP,1.0657,19.4527,18.2540,51,0,0,1,0,0,0
BETHESDA  HOSPITAL INC,FL,READM-30-CABG-HRRP,1.0171,12.3577,12.1505,Too Few to Report,0,0,0,0,1,0
BETHESDA  HOSPITAL INC,FL,READM-30-AMI-HRRP,1.0289,14.3557,13.9526,40,0,1,0,0,0,0
ORLANDO HEALTH,FL,READM-30-PN-HRRP,1.0074,17.2638,17.1372,140,0,0,0,1,0,0
ORLANDO HEALTH,FL,READM-30-HF-HRRP,1.1181,22.3287,19.9706,328,1,0,0,0,0,0
ORLANDO HEALTH,FL,READM-30-COPD-HRRP,1.1349,21.2786,18.7489,79,0,0,1,0,0,0
ORLANDO HEALTH,FL,READM-30-CABG-HRRP,0.9812,10.6252,10.8284,27,0,0,0,0,1,0
ORLANDO HEALTH,FL,READM-30-AMI-HRRP,1.0112,14.8536,14.6886,76,0,1,0,0,0,0
ADVENTHEALTH ORLANDO,FL,READM-30-PN-HRRP,1.1283,18.9873,16.8275,627,0,0,0,1,0,0
ADVENTHEALTH ORLANDO,FL,READM-30-HF-HRRP,1.2153,24.7192,20.3407,877,1,0,0,0,0,0
ADVENTHEALTH ORLANDO,FL,READM-30-COPD-HRRP,1.1017,19.7985,17.9713,145,0,0,1,0,0,0
ADVENTHEALTH ORLANDO,FL,READM-30-CABG-HRRP,1.3291,15.9351,11.9895,74,0,0,0,0,1,0
ADVENTHEALTH ORLANDO,FL,READM-30-AMI-HRRP,1.1932,17.0229,14.2666,149,0,1,0,0,0,0
BAPTIST HOSPITAL OF MIAMI,FL,READM-30-PN-HRRP,1.0561,17.7277,16.7854,111,0,0,0,1,0,0
BAPTIST HOSPITAL OF MIAMI,FL,READM-30-HF-HRRP,1.0146,21.1250,20.8217,128,1,0,0,0,0,0
BAPTIST HOSPITAL OF MIAMI,FL,READM-30-COPD-HRRP,0.9945,19.6335,19.7413,24,0,0,1,0,0,0
BAPTIST HOSPITAL OF MIAMI,FL,READM-30-CABG-HRRP,0.9316,10.8409,11.6371,Too Few to Report,0,0,0,0,1,0
BAPTIST HOSPITAL OF MIAMI,FL,READM-30-AMI-HRRP,0.9752,14.5018,14.8706,24,0,1,0,0,0,0
LEE MEMORIAL HOSPITAL,FL,READM-30-PN-HRRP,1.0564,16.7491,15.8546,162,0,0,0,1,0,0
LEE MEMORIAL HOSPITAL,FL,READM-30-HF-HRRP,0.9834,19.2321,19.5560,255,1,0,0,0,0,0
LEE MEMORIAL HOSPITAL,FL,READM-30-COPD-HRRP,0.9932,19.6833,19.8173,60,0,0,1,0,0,0
LEE MEMORIAL HOSPITAL,FL,READM-30-CABG-HRRP,0.9624,9.7420,10.1228,27,0,0,0,0,1,0
LEE MEMORIAL HOSPITAL,FL,READM-30-AMI-HRRP,1.0489,12.9073,12.3055,97,0,1,0,0,0,0
ADVENTHEALTH NEW SMYRNA BEACH,FL,READM-30-PN-HRRP,0.9225,15.0047,16.2660,36,0,0,0,1,0,0
ADVENTHEALTH NEW SMYRNA BEACH,FL,READM-30-HF-HRRP,0.9942,19.5920,19.7070,47,1,0,0,0,0,0
ADVENTHEALTH NEW SMYRNA BEACH,FL,READM-30-COPD-HRRP,1.0701,18.9163,17.6779,24,0,0,1,0,0,0
ADVENTHEALTH NEW SMYRNA BEACH,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ADVENTHEALTH NEW SMYRNA BEACH,FL,READM-30-AMI-HRRP,1.0153,15.1646,14.9364,15,0,1,0,0,0,0
HALIFAX HEALTH MEDICAL CENTER,FL,READM-30-PN-HRRP,0.9490,15.1244,15.9377,60,0,0,0,1,0,0
HALIFAX HEALTH MEDICAL CENTER,FL,READM-30-HF-HRRP,1.0184,20.1049,19.7411,60,1,0,0,0,0,0
HALIFAX HEALTH MEDICAL CENTER,FL,READM-30-COPD-HRRP,1.0383,19.5154,18.7951,33,0,0,1,0,0,0
HALIFAX HEALTH MEDICAL CENTER,FL,READM-30-CABG-HRRP,1.0947,12.1819,11.1278,13,0,0,0,0,1,0
HALIFAX HEALTH MEDICAL CENTER,FL,READM-30-AMI-HRRP,1.0074,12.9435,12.8481,23,0,1,0,0,0,0
NAPLES COMMUNITY HOSPITAL,FL,READM-30-PN-HRRP,0.9842,15.0880,15.3298,223,0,0,0,1,0,0
NAPLES COMMUNITY HOSPITAL,FL,READM-30-HF-HRRP,0.9634,18.3769,19.0750,301,1,0,0,0,0,0
NAPLES COMMUNITY HOSPITAL,FL,READM-30-COPD-HRRP,1.0202,17.8148,17.4617,60,0,0,1,0,0,0
NAPLES COMMUNITY HOSPITAL,FL,READM-30-CABG-HRRP,0.9760,10.9794,11.2496,25,0,0,0,0,1,0
NAPLES COMMUNITY HOSPITAL,FL,READM-30-AMI-HRRP,0.9682,13.1917,13.6247,73,0,1,0,0,0,0
HOLMES REGIONAL MEDICAL CENTER,FL,READM-30-AMI-HRRP,0.9621,13.5530,14.0869,43,0,1,0,0,0,0
HOLMES REGIONAL MEDICAL CENTER,FL,READM-30-PN-HRRP,0.7811,13.5153,17.3031,74,0,0,0,1,0,0
HOLMES REGIONAL MEDICAL CENTER,FL,READM-30-HF-HRRP,0.8402,16.8920,20.1056,107,1,0,0,0,0,0
HOLMES REGIONAL MEDICAL CENTER,FL,READM-30-COPD-HRRP,0.8087,16.2523,20.0968,28,0,0,1,0,0,0
HOLMES REGIONAL MEDICAL CENTER,FL,READM-30-CABG-HRRP,0.9244,10.0933,10.9189,16,0,0,0,0,1,0
JACKSON HEALTH SYSTEM,FL,READM-30-PN-HRRP,0.9578,18.1201,18.9180,70,0,0,0,1,0,0
JACKSON HEALTH SYSTEM,FL,READM-30-HF-HRRP,1.0263,22.6811,22.0991,89,1,0,0,0,0,0
JACKSON HEALTH SYSTEM,FL,READM-30-COPD-HRRP,1.0242,23.1726,22.6250,31,0,0,1,0,0,0
JACKSON HEALTH SYSTEM,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
JACKSON HEALTH SYSTEM,FL,READM-30-AMI-HRRP,0.9488,16.0976,16.9662,27,0,1,0,0,0,0
HCA FLORIDA CITRUS HOSPITAL,FL,READM-30-PN-HRRP,0.9306,15.5673,16.7276,54,0,0,0,1,0,0
HCA FLORIDA CITRUS HOSPITAL,FL,READM-30-HF-HRRP,1.0109,20.4841,20.2635,129,1,0,0,0,0,0
HCA FLORIDA CITRUS HOSPITAL,FL,READM-30-COPD-HRRP,1.0009,17.1474,17.1325,16,0,0,1,0,0,0
HCA FLORIDA CITRUS HOSPITAL,FL,READM-30-CABG-HRRP,0.8830,10.6743,12.0885,12,0,0,0,0,1,0
HCA FLORIDA CITRUS HOSPITAL,FL,READM-30-AMI-HRRP,0.9288,13.1458,14.1540,35,0,1,0,0,0,0
SACRED HEART HOSPITAL,FL,READM-30-PN-HRRP,1.0363,18.2075,17.5704,127,0,0,0,1,0,0
SACRED HEART HOSPITAL,FL,READM-30-HF-HRRP,1.0701,22.9424,21.4394,135,1,0,0,0,0,0
SACRED HEART HOSPITAL,FL,READM-30-COPD-HRRP,1.0006,18.6422,18.6312,28,0,0,1,0,0,0
SACRED HEART HOSPITAL,FL,READM-30-CABG-HRRP,1.0013,11.9118,11.8961,Too Few to Report,0,0,0,0,1,0
SACRED HEART HOSPITAL,FL,READM-30-AMI-HRRP,1.0126,13.6956,13.5255,41,0,1,0,0,0,0
ASCENSION SACRED HEART BAY,FL,READM-30-PN-HRRP,0.9455,15.3383,16.2219,49,0,0,0,1,0,0
ASCENSION SACRED HEART BAY,FL,READM-30-HF-HRRP,0.9221,17.9204,19.4334,63,1,0,0,0,0,0
ASCENSION SACRED HEART BAY,FL,READM-30-COPD-HRRP,1.0081,18.0491,17.9043,18,0,0,1,0,0,0
ASCENSION SACRED HEART BAY,FL,READM-30-CABG-HRRP,0.9926,10.1289,10.2044,11,0,0,0,0,1,0
ASCENSION SACRED HEART BAY,FL,READM-30-AMI-HRRP,0.9817,11.8641,12.0857,25,0,1,0,0,0,0
PARRISH MEDICAL CENTER,FL,READM-30-PN-HRRP,0.8520,13.5484,15.9015,22,0,0,0,1,0,0
PARRISH MEDICAL CENTER,FL,READM-30-HF-HRRP,1.0186,19.0466,18.6991,43,1,0,0,0,0,0
PARRISH MEDICAL CENTER,FL,READM-30-COPD-HRRP,1.0169,18.0551,17.7544,18,0,0,1,0,0,0
PARRISH MEDICAL CENTER,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
PARRISH MEDICAL CENTER,FL,READM-30-AMI-HRRP,0.9864,13.1467,13.3280,Too Few to Report,0,1,0,0,0,0
STEWARD NORTH SHORE MEDICAL CENTER,FL,READM-30-PN-HRRP,1.0174,19.2933,18.9639,51,0,0,0,1,0,0
STEWARD NORTH SHORE MEDICAL CENTER,FL,READM-30-HF-HRRP,1.0549,23.8598,22.6186,45,1,0,0,0,0,0
STEWARD NORTH SHORE MEDICAL CENTER,FL,READM-30-COPD-HRRP,0.9809,18.8862,19.2535,12,0,0,1,0,0,0
STEWARD NORTH SHORE MEDICAL CENTER,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
STEWARD NORTH SHORE MEDICAL CENTER,FL,READM-30-AMI-HRRP,1.0756,18.4398,17.1440,15,0,1,0,0,0,0
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,READM-30-PN-HRRP,0.9197,15.0795,16.3963,34,0,0,0,1,0,0
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,READM-30-HF-HRRP,1.0460,20.5768,19.6717,89,1,0,0,0,0,0
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,READM-30-COPD-HRRP,1.0916,21.1848,19.4065,23,0,0,1,0,0,0
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,READM-30-AMI-HRRP,1.0787,15.4400,14.3130,21,0,1,0,0,0,0
ORLANDO HEALTH BAYFRONT HOSPITAL,FL,READM-30-PN-HRRP,0.9656,15.9358,16.5028,22,0,0,0,1,0,0
ORLANDO HEALTH BAYFRONT HOSPITAL,FL,READM-30-HF-HRRP,1.0047,20.0444,19.9497,29,1,0,0,0,0,0
ORLANDO HEALTH BAYFRONT HOSPITAL,FL,READM-30-COPD-HRRP,1.0537,20.8077,19.7468,15,0,0,1,0,0,0
ORLANDO HEALTH BAYFRONT HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ORLANDO HEALTH BAYFRONT HOSPITAL,FL,READM-30-AMI-HRRP,0.9929,14.1383,14.2398,Too Few to Report,0,1,0,0,0,0
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,READM-30-PN-HRRP,1.0505,17.2637,16.4335,36,0,0,0,1,0,0
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,READM-30-HF-HRRP,0.9893,20.6013,20.8247,53,1,0,0,0,0,0
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,READM-30-COPD-HRRP,0.9159,16.2454,17.7376,Too Few to Report,0,0,1,0,0,0
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,READM-30-CABG-HRRP,1.0508,13.3887,12.7411,Too Few to Report,0,0,0,0,1,0
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,READM-30-AMI-HRRP,1.0544,16.2119,15.3761,24,0,1,0,0,0,0
MANATEE MEMORIAL HOSPITAL,FL,READM-30-PN-HRRP,0.9923,16.3254,16.4526,54,0,0,0,1,0,0
MANATEE MEMORIAL HOSPITAL,FL,READM-30-HF-HRRP,0.9814,20.4821,20.8695,81,1,0,0,0,0,0
MANATEE MEMORIAL HOSPITAL,FL,READM-30-COPD-HRRP,0.9477,18.6026,19.6284,37,0,0,1,0,0,0
MANATEE MEMORIAL HOSPITAL,FL,READM-30-CABG-HRRP,1.0785,11.0503,10.2457,Too Few to Report,0,0,0,0,1,0
MANATEE MEMORIAL HOSPITAL,FL,READM-30-AMI-HRRP,1.0090,13.8832,13.7588,30,0,1,0,0,0,0
MEMORIAL REGIONAL HOSPITAL,FL,READM-30-PN-HRRP,1.0637,17.0799,16.0570,65,0,0,0,1,0,0
MEMORIAL REGIONAL HOSPITAL,FL,READM-30-HF-HRRP,1.0362,21.2207,20.4796,94,1,0,0,0,0,0
MEMORIAL REGIONAL HOSPITAL,FL,READM-30-COPD-HRRP,1.0291,19.9933,19.4277,23,0,0,1,0,0,0
MEMORIAL REGIONAL HOSPITAL,FL,READM-30-CABG-HRRP,1.0309,13.1898,12.7943,12,0,0,0,0,1,0
MEMORIAL REGIONAL HOSPITAL,FL,READM-30-AMI-HRRP,1.0365,14.8643,14.3409,27,0,1,0,0,0,0
BROWARD HEALTH MEDICAL CENTER,FL,READM-30-PN-HRRP,0.9812,16.1496,16.4585,26,0,0,0,1,0,0
BROWARD HEALTH MEDICAL CENTER,FL,READM-30-HF-HRRP,1.0243,20.7618,20.2699,42,1,0,0,0,0,0
BROWARD HEALTH MEDICAL CENTER,FL,READM-30-COPD-HRRP,1.0004,15.6805,15.6742,11,0,0,1,0,0,0
BROWARD HEALTH MEDICAL CENTER,FL,READM-30-CABG-HRRP,1.0024,11.1459,11.1195,Too Few to Report,0,0,0,0,1,0
BROWARD HEALTH MEDICAL CENTER,FL,READM-30-AMI-HRRP,1.0264,13.7926,13.4377,20,0,1,0,0,0,0
ASCENSION ST VINCENT'S RIVERSIDE,FL,READM-30-PN-HRRP,1.0151,17.9377,17.6716,104,0,0,0,1,0,0
ASCENSION ST VINCENT'S RIVERSIDE,FL,READM-30-HF-HRRP,1.0254,20.3613,19.8578,116,1,0,0,0,0,0
ASCENSION ST VINCENT'S RIVERSIDE,FL,READM-30-COPD-HRRP,1.1657,22.2324,19.0725,44,0,0,1,0,0,0
ASCENSION ST VINCENT'S RIVERSIDE,FL,READM-30-CABG-HRRP,1.0819,11.4925,10.6226,31,0,0,0,0,1,0
ASCENSION ST VINCENT'S RIVERSIDE,FL,READM-30-AMI-HRRP,1.1443,17.7686,15.5286,70,0,1,0,0,0,0
MEASE DUNEDIN HOSPITAL,FL,READM-30-PN-HRRP,0.9605,15.1753,15.7986,24,0,0,0,1,0,0
MEASE DUNEDIN HOSPITAL,FL,READM-30-HF-HRRP,0.9574,19.2527,20.1086,26,1,0,0,0,0,0
MEASE DUNEDIN HOSPITAL,FL,READM-30-COPD-HRRP,1.0281,18.7218,18.2100,12,0,0,1,0,0,0
MEASE DUNEDIN HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
MEASE DUNEDIN HOSPITAL,FL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,READM-30-PN-HRRP,1.0239,15.7467,15.3791,237,0,0,0,1,0,0
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,READM-30-HF-HRRP,1.0294,19.4654,18.9095,258,1,0,0,0,0,0
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,READM-30-COPD-HRRP,1.1629,19.2145,16.5224,89,0,0,1,0,0,0
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,READM-30-CABG-HRRP,0.9271,8.5887,9.2640,12,0,0,0,0,1,0
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,READM-30-AMI-HRRP,1.0575,13.0430,12.3333,68,0,1,0,0,0,0
ADVENTHEALTH DELAND,FL,READM-30-PN-HRRP,1.0207,16.6455,16.3079,52,0,0,0,1,0,0
ADVENTHEALTH DELAND,FL,READM-30-HF-HRRP,0.9604,18.9670,19.7490,59,1,0,0,0,0,0
ADVENTHEALTH DELAND,FL,READM-30-COPD-HRRP,1.0208,18.9839,18.5964,25,0,0,1,0,0,0
ADVENTHEALTH DELAND,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ADVENTHEALTH DELAND,FL,READM-30-AMI-HRRP,1.0035,13.0532,13.0073,11,0,1,0,0,0,0
FLORIDA HOSPITAL ZEPHYRHILLS,FL,READM-30-PN-HRRP,0.9434,16.4818,17.4709,42,0,0,0,1,0,0
FLORIDA HOSPITAL ZEPHYRHILLS,FL,READM-30-HF-HRRP,1.0054,21.4771,21.3617,82,1,0,0,0,0,0
FLORIDA HOSPITAL ZEPHYRHILLS,FL,READM-30-COPD-HRRP,0.9282,18.3572,19.7772,13,0,0,1,0,0,0
FLORIDA HOSPITAL ZEPHYRHILLS,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
FLORIDA HOSPITAL ZEPHYRHILLS,FL,READM-30-AMI-HRRP,0.9449,15.3871,16.2842,20,0,1,0,0,0,0
SHOREPOINT HEALTH PUNTA GORDA,FL,READM-30-PN-HRRP,1.1166,18.9241,16.9481,54,0,0,0,1,0,0
SHOREPOINT HEALTH PUNTA GORDA,FL,READM-30-HF-HRRP,1.0357,20.8312,20.1141,30,1,0,0,0,0,0
SHOREPOINT HEALTH PUNTA GORDA,FL,READM-30-COPD-HRRP,0.9648,17.5681,18.2092,15,0,0,1,0,0,0
SHOREPOINT HEALTH PUNTA GORDA,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SHOREPOINT HEALTH PUNTA GORDA,FL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
HCA FLORIDA HIGHLANDS HOSPITAL,FL,READM-30-PN-HRRP,1.0465,18.2599,17.4493,51,0,0,0,1,0,0
HCA FLORIDA HIGHLANDS HOSPITAL,FL,READM-30-HF-HRRP,0.9841,19.9506,20.2728,25,1,0,0,0,0,0
HCA FLORIDA HIGHLANDS HOSPITAL,FL,READM-30-COPD-HRRP,1.0501,19.0525,18.1439,16,0,0,1,0,0,0
HCA FLORIDA HIGHLANDS HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
HCA FLORIDA HIGHLANDS HOSPITAL,FL,READM-30-AMI-HRRP,0.9370,15.3638,16.3969,Too Few to Report,0,1,0,0,0,0
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,READM-30-PN-HRRP,0.9294,16.4736,17.7256,21,0,0,0,1,0,0
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,READM-30-HF-HRRP,0.9887,21.7418,21.9900,12,1,0,0,0,0,0
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,READM-30-COPD-HRRP,0.9949,20.5942,20.7000,11,0,0,1,0,0,0
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,READM-30-PN-HRRP,1.0387,16.3119,15.7037,75,0,0,0,1,0,0
ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,READM-30-HF-HRRP,1.0277,19.9453,19.4070,122,1,0,0,0,0,0
ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,READM-30-COPD-HRRP,0.9515,15.5501,16.3423,28,0,0,1,0,0,0
ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,READM-30-AMI-HRRP,0.9298,12.5438,13.4909,26,0,1,0,0,0,0
WINTER HAVEN HOSPITAL,FL,READM-30-PN-HRRP,1.0814,17.9200,16.5717,93,0,0,0,1,0,0
WINTER HAVEN HOSPITAL,FL,READM-30-HF-HRRP,1.0390,21.1369,20.3425,82,1,0,0,0,0,0
WINTER HAVEN HOSPITAL,FL,READM-30-COPD-HRRP,0.9566,17.7463,18.5522,34,0,0,1,0,0,0
WINTER HAVEN HOSPITAL,FL,READM-30-CABG-HRRP,1.0093,11.2000,11.0966,18,0,0,0,0,1,0
WINTER HAVEN HOSPITAL,FL,READM-30-AMI-HRRP,1.0862,15.3877,14.1666,32,0,1,0,0,0,0
STEWARD HIALEAH HOSPITAL,FL,READM-30-PN-HRRP,1.1153,20.6996,18.5604,45,0,0,0,1,0,0
STEWARD HIALEAH HOSPITAL,FL,READM-30-HF-HRRP,1.0966,26.1040,23.8054,25,1,0,0,0,0,0
STEWARD HIALEAH HOSPITAL,FL,READM-30-COPD-HRRP,0.9943,23.9386,24.0763,Too Few to Report,0,0,1,0,0,0
STEWARD HIALEAH HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
STEWARD HIALEAH HOSPITAL,FL,READM-30-AMI-HRRP,1.0509,22.5520,21.4598,Too Few to Report,0,1,0,0,0,0
HCA FLORIDA TWIN CITIES HOSPITAL,FL,READM-30-PN-HRRP,1.1180,18.8122,16.8259,41,0,0,0,1,0,0
HCA FLORIDA TWIN CITIES HOSPITAL,FL,READM-30-HF-HRRP,1.1219,21.4067,19.0813,36,1,0,0,0,0,0
HCA FLORIDA TWIN CITIES HOSPITAL,FL,READM-30-COPD-HRRP,1.0151,18.8525,18.5726,13,0,0,1,0,0,0
HCA FLORIDA TWIN CITIES HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
HCA FLORIDA TWIN CITIES HOSPITAL,FL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ADVENTHEALTH NORTH PINELLAS,FL,READM-30-PN-HRRP,1.1083,17.8005,16.0610,48,0,0,0,1,0,0
ADVENTHEALTH NORTH PINELLAS,FL,READM-30-HF-HRRP,1.0394,21.3677,20.5582,47,1,0,0,0,0,0
ADVENTHEALTH NORTH PINELLAS,FL,READM-30-COPD-HRRP,0.9816,18.7884,19.1409,12,0,0,1,0,0,0
ADVENTHEALTH NORTH PINELLAS,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ADVENTHEALTH NORTH PINELLAS,FL,READM-30-AMI-HRRP,0.9889,14.6107,14.7753,11,0,1,0,0,0,0
ADVENTHEALTH WATERMAN,FL,READM-30-PN-HRRP,0.9198,15.0432,16.3553,103,0,0,0,1,0,0
ADVENTHEALTH WATERMAN,FL,READM-30-HF-HRRP,1.0071,21.0980,20.9484,179,1,0,0,0,0,0
ADVENTHEALTH WATERMAN,FL,READM-30-COPD-HRRP,1.0025,18.0484,18.0037,33,0,0,1,0,0,0
ADVENTHEALTH WATERMAN,FL,READM-30-CABG-HRRP,1.0229,11.4907,11.2334,15,0,0,0,0,1,0
ADVENTHEALTH WATERMAN,FL,READM-30-AMI-HRRP,1.0842,14.6716,13.5316,51,0,1,0,0,0,0
ADVENTHEALTH OCALA,FL,READM-30-PN-HRRP,0.9313,15.5289,16.6740,89,0,0,0,1,0,0
ADVENTHEALTH OCALA,FL,READM-30-HF-HRRP,1.1475,23.2746,20.2833,155,1,0,0,0,0,0
ADVENTHEALTH OCALA,FL,READM-30-COPD-HRRP,0.9476,17.9602,18.9541,36,0,0,1,0,0,0
ADVENTHEALTH OCALA,FL,READM-30-CABG-HRRP,1.1422,12.0523,10.5519,15,0,0,0,0,1,0
ADVENTHEALTH OCALA,FL,READM-30-AMI-HRRP,0.9626,14.2798,14.8343,42,0,1,0,0,0,0
MORTON PLANT NORTH BAY HOSPITAL,FL,READM-30-PN-HRRP,1.0175,17.4781,17.1782,51,0,0,0,1,0,0
MORTON PLANT NORTH BAY HOSPITAL,FL,READM-30-HF-HRRP,1.0639,22.5135,21.1620,68,1,0,0,0,0,0
MORTON PLANT NORTH BAY HOSPITAL,FL,READM-30-COPD-HRRP,1.0347,19.8944,19.2277,29,0,0,1,0,0,0
MORTON PLANT NORTH BAY HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
MORTON PLANT NORTH BAY HOSPITAL,FL,READM-30-AMI-HRRP,1.0543,14.3232,13.5857,15,0,1,0,0,0,0
ST ANTHONYS HOSPITAL,FL,READM-30-PN-HRRP,1.0380,17.7232,17.0744,127,0,0,0,1,0,0
ST ANTHONYS HOSPITAL,FL,READM-30-HF-HRRP,0.9537,19.7654,20.7243,83,1,0,0,0,0,0
ST ANTHONYS HOSPITAL,FL,READM-30-COPD-HRRP,1.0062,17.6932,17.5848,37,0,0,1,0,0,0
ST ANTHONYS HOSPITAL,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ST ANTHONYS HOSPITAL,FL,READM-30-AMI-HRRP,0.9653,14.0838,14.5896,18,0,1,0,0,0,0
ADVENTHEALTH DAYTONA BEACH,FL,READM-30-PN-HRRP,0.9868,17.7061,17.9435,117,0,0,0,1,0,0
ADVENTHEALTH DAYTONA BEACH,FL,READM-30-HF-HRRP,0.9221,19.2717,20.9001,128,1,0,0,0,0,0
ADVENTHEALTH DAYTONA BEACH,FL,READM-30-COPD-HRRP,0.9362,19.0803,20.3812,42,0,0,1,0,0,0
ADVENTHEALTH DAYTONA BEACH,FL,READM-30-CABG-HRRP,0.9167,12.1084,13.2088,22,0,0,0,0,1,0
ADVENTHEALTH DAYTONA BEACH,FL,READM-30-AMI-HRRP,0.9765,15.6608,16.0370,48,0,1,0,0,0,0
FLORIDA HOSPITAL CARROLLWOOD,FL,READM-30-PN-HRRP,1.0011,15.9722,15.9540,21,0,0,0,1,0,0
FLORIDA HOSPITAL CARROLLWOOD,FL,READM-30-HF-HRRP,0.9961,20.0609,20.1394,25,1,0,0,0,0,0
FLORIDA HOSPITAL CARROLLWOOD,FL,READM-30-COPD-HRRP,1.0129,17.6365,17.4123,11,0,0,1,0,0,0
FLORIDA HOSPITAL CARROLLWOOD,FL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
FLORIDA HOSPITAL CARROLLWOOD,FL,READM-30-AMI-HRRP,0.9228,12.7508,13.8176,Too Few to Report,0,1,0,0,0,0
TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,READM-30-AMI-HRRP,1.0848,14.1334,13.0285,20,0,1,0,0,0,0
TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,READM-30-PN-HRRP,0.9857,15.8440,16.0736,38,0,0,0,1,0,0
TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,READM-30-HF-HRRP,1.0792,20.9945,19.4535,47,1,0,0,0,0,0
TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,READM-30-COPD-HRRP,0.9602,17.4027,18.1247,13,0,0,1,0,0,0
